,publisher,author,isbn,date,title,weeks_on_list,no_of_words_title,ratings_count,reviews_count,text_reviews_count,work_ratings_count,work_reviews_count,work_text_reviews_count,average_rating,popularity
1084,Kathleen Brooks,Kathleen Brooks,0988210886,2013-10-27,SECRETS COLLIDE,0,2,0,2,0,3732,5823,172,4.51,False
1085,Touchstone,Lee Child,1451684789,2013-10-27,INHERIT THE DEAD,0,3,40,374,6,2527,6442,398,3.33,False
1086,Knopf,Jhumpa Lahiri,0385350406,2013-10-27,THE LOWLAND,0,2,68,116,26,83774,174976,8226,3.85,False
1087,Center Street,Nelson DeMille,1455576425,2013-10-20,THE QUEST,0,2,5778,11595,860,7906,15622,988,3.37,False
1088,Harlequin HQN,Lori Foster,1460319559,2013-10-13,GETTING ROWDY,0,2,10,25,1,6836,13225,656,4.22,False
1089,Gallery,Lisa Renee Jones,1476727244,2013-09-29,REVEALING US,0,2,41,62,15,10880,24430,1064,4.06,False
1090,Grand Central Publishing,Sandra Brown,145554647X,2013-09-22,ENVY,0,1,14,33,3,18089,34722,1439,4.17,False
1091,Forever,Jessica Sorensen,1455582727,2013-09-22,BREAKING NOVA,0,2,48,105,16,12003,29026,1302,3.99,False
1092,Harper,Daniel Silva,0062073206,2013-09-08,THE ENGLISH GIRL,0,3,56,82,16,27124,45406,2272,4.13,False
1093,"Little, Brown",James Patterson and Howard Roughan,0316211192,2013-09-01,SECOND HONEYMOON,0,2,30,101,6,18775,34833,1362,3.93,False
1094,Emily Bestler/Atria,Brad Thor,1476717117,2013-09-01,HIDDEN ORDER,0,2,16,42,5,14226,25756,832,4.14,False
1095,Morrow/HarperCollins,Faye Kellerman,0062121774,2013-08-25,THE BEAST,0,2,16,33,6,5699,9661,516,3.88,False
1096,"Little, Brown & Company",J K Rowling,0316228583,2013-08-25,THE CASUAL VACANCY,0,3,2035,4917,412,300843,665417,31336,3.3,False
1097,Grand Central,Sandra Brown,1455546445,2013-08-11,THE WITNESS,0,2,28,70,3,17814,31560,943,4.0,False
1098,Spencer Hill Contemporary,J Lynn,1939392748,2013-08-04,FRIGID,0,1,36057,69550,2639,41017,78131,3366,3.75,False
1099,Touchstone,J A Jance,1451628706,2013-08-04,DEADLY STAKES,0,2,17,41,4,3859,7168,361,3.93,False
1100,"Reagan Arthur/Little, Brown",Elin Hilderbrand,0316227188,2013-07-21,BEAUTIFUL DAY,0,2,15,47,0,31895,62811,2752,3.79,False
1101,"Little, Brown",Michael Connelly,0759514712,2013-07-07,THE LINCOLN LAWYER,0,3,211,328,38,191606,264192,5692,4.17,False
1103,Threshold Editions,Glenn Beck,1451635834,2013-06-30,THE EYE OF MOLOCH,0,4,137,338,27,1089,2492,121,3.82,False
1104,Grand Central,Jeffery Deaver,1455517070,2013-06-30,THE KILL ROOM,0,3,44,118,6,12098,25190,1068,3.88,False
1105,Harlequin Mira,Sherryl Woods,0778314464,2013-06-23,SEA GLASS ISLAND,0,3,3041,6218,244,3818,7989,278,4.02,False
1106,Ballantine,Meg Waite Clayton,0345507843,2013-06-09,THE WEDNESDAY SISTERS,0,3,49,80,12,13684,27341,2330,3.54,False
1107,Grand Central,Sandra Brown,1455546313,2013-06-09,FRENCH SILK,0,2,10,25,1,8912,16205,414,3.82,False
1108,Grand Central,Nicholas Sparks,0446574244,2013-06-02,SAFE HAVEN,0,2,684,1082,129,332697,540391,13808,4.21,False
1109,Simon & Schuster,Mary Higgins Clark,1451668961,2013-05-26,DADDY'S GONE A HUNTING,0,4,12,25,0,11392,21072,1249,3.73,False
1110,"Little, Brown",James Patterson,0316097527,2013-05-12,"ALEX CROSS, RUN",0,3,17794,39908,1306,25013,52485,1600,4.07,False
1111,"Little, Brown",Kate Atkinson,0316230804,2013-05-12,LIFE AFTER LIFE,0,3,209,359,73,196158,442108,24121,3.76,False
1112,Emily Bestler/Atria,Jodi Picoult,1439149704,2013-05-12,THE STORYTELLER,0,2,81,144,19,170206,333847,16741,4.28,False
1113,Random House,Elizabeth Strout,0812984617,2013-05-12,THE BURGESS BOYS,0,3,60,108,16,55953,100868,6157,3.58,False
1114,Random House Publishing,Lara Adrian,0345532619,2013-03-17,EDGE OF DAWN,0,3,84,139,27,11865,26375,1118,4.24,False
1115,HarperCollins Publishers,John Irving,0062235184,2013-03-10,THE CIDER HOUSE RULES,0,4,171,340,12,160216,251796,3879,4.13,False
1116,Crown Publishing,Taylor Stevens,0307717119,2013-03-03,THE INFORMATIONIST,0,2,81,151,25,10014,18620,1543,3.78,False
1117,Random House Publishing,George Saunders,0812993802,2013-03-03,TENTH OF DECEMBER,0,3,52566,114835,6272,60060,129449,7143,3.97,False
1118,Sapphire Star Publishing,A L Jackson,1938404505,2013-03-03,LOST TO YOU,0,3,11473,21108,734,14967,30304,964,4.09,False
1119,Simon & Schuster,Isaac Marion,1439192332,2013-02-24,WARM BODIES,0,2,684,1219,201,98964,201832,10636,3.92,False
1120,Simon & Schuster,Sister Souljah,1439165343,2013-02-17,A DEEPER LOVE INSIDE,0,4,0,11,0,4901,14972,500,4.07,False
1121,Revell,Lorena McCourtney,1441238220,2013-02-17,DYING TO READ,0,3,28,48,9,3108,7219,410,3.66,False
1122,Simon & Schuster,Glenn Beck with Harriet Parke,1476717001,2013-02-03,AGENDA 21,0,2,24,78,10,6991,11924,986,3.83,False
1123,HarperCollins Publishers,James Rollins and Rebecca Cantrell,0062235753,2013-01-27,THE BLOOD GOSPEL,0,3,66,112,16,15228,30425,1649,4.0,False
1124,Grand Central Publishing,James Patterson and Mark Pearson,1455515531,2013-01-27,PRIVATE LONDON,0,2,19,52,4,16287,31898,1018,3.79,False
1125,Random House Publishing,Janet Evanovich,0345527755,2013-01-20,NOTORIOUS NINETEEN,0,2,113,183,20,61887,100925,5336,3.93,False
1126,Simon & Schuster,Stephen King,1439168032,2013-01-13,"UNDER THE DOME, PART 1",0,5,475,759,99,255309,475591,14789,3.91,False
1128,FaithWords,Wm Paul Young,145551604X,2013-01-06,CROSS ROADS,0,2,8099,18887,1090,10063,22778,1239,3.95,False
1129,Knopf Doubleday Publishing,Ayana Mathis,0385350287,2013-01-06,THE TWELVE TRIBES OF HATTIE,0,5,31874,66635,4810,36501,74573,5237,3.49,False
1130,Hyperion Press,Mitch Albom,1401322786,2013-01-06,THE TIME KEEPER,0,3,85993,174292,8758,97098,192955,10095,3.87,False
1131,HarperCollins Publishers,Louise Erdrich,0062065246,2012-12-30,THE ROUND HOUSE,0,3,83288,160102,8629,95812,181033,9575,3.94,False
1132,Penguin Group,Jim Butcher,0451464400,2012-12-23,COLD DAYS,0,2,71786,108532,4126,83965,125224,4671,4.49,False
1133,Penguin Group,Ken Follett,0525952926,2012-12-23,WINTER OF THE WORLD,0,4,96580,165243,6807,124932,210550,8010,4.34,False
1134,Random House Publishing,Kevin Hearne,0345535626,2012-12-16,TRAPPED,0,1,129,255,24,39513,55139,1604,4.27,False
1135,Grand Central Publishing,Nelson DeMille,1455518379,2012-12-02,THE PANTHER,0,2,14100,21322,1556,18800,29520,1834,3.97,False
1137,"Little, Brown & Company",Michael Connelly,0316233684,2012-11-18,THE SAFE MAN,0,3,60,163,7,4284,8680,222,3.75,False
1138,Random House Publishing,Debbie Macomber,0345535960,2012-11-11,ANGELS AT THE TABLE,0,4,21,46,5,6098,12302,852,3.86,False
1139,HarperCollins Publishers,Dennis Lehane,0062200291,2012-10-28,LIVE BY NIGHT,0,3,68,99,23,21673,41472,2311,3.9,False
1140,Grand Central Publishing,Sandra Brown,1455501530,2012-10-28,LOW PRESSURE,0,2,41,82,14,19524,37680,1621,3.89,False
1141,Knopf Doubleday Publishing,Jo Nesbo,030796048X,2012-10-28,PHANTOM,0,1,30,63,8,37494,62366,2479,4.11,False
1142,HarperCollins Publishers,Stephanie Laurens,0062066269,2012-10-14,THE LADY RISKS ALL,0,4,8,21,5,3037,5921,301,3.89,False
1143,Random House Publishing,Maya Banks,0345536037,2012-10-14,NEVER SEDUCE A SCOT,0,4,187,283,50,24134,42223,2022,4.16,False
1144,Tom Doherty Associates,David Weber,1429944684,2012-10-07,MIDST TOIL AND TRIBULATION,0,4,22,45,4,5026,7515,242,4.13,False
1145,Random House Publishing,Tess Gerritsen,0345535952,2012-09-30,LAST TO DIE,0,3,71,100,20,27070,46231,1805,4.11,False
1146,St. Martin's Press,Emily Giffin,1429957867,2012-09-23,WHERE WE BELONG,0,3,64,122,18,87773,174210,5475,3.88,False
1147,Simon & Schuster,Jamie McGuire,1476712050,2012-09-23,BEAUTIFUL DISASTER,0,2,274,448,81,542153,996926,28081,4.1,False
1148,Kensington Publishing,G A Aiken,1420131001,2012-09-23,HOW TO DRIVE A DRAGON CRAZY,0,6,103,175,19,9300,14460,521,4.31,False
1149,Penguin Group,Beth Kerry,1101608528,2012-09-09,BECAUSE YOU ARE MINE PART IV,0,6,5152,8409,107,5462,8835,110,3.92,False
1150,Grand Central Publishing,David Baldacci,0446573027,2012-09-09,ZERO DAY,0,2,539,1221,55,65703,108638,3596,4.01,False
1151,Random House Publishing,Dean Koontz,0345533585,2012-09-09,ODD APOCALYPSE,0,2,96,254,22,25569,48005,2172,3.96,False
1152,"Little, Brown & Company",James Patterson and Michael Ledwidge,0316097470,2012-09-02,"I, MICHAEL BENNETT",0,3,17,35,4,18695,35824,1580,4.07,False
1153,HarperCollins Publishers,Daniel Silva,0062073176,2012-08-26,THE FALLEN ANGEL,0,3,35,58,6,22654,36569,1513,4.2,False
1154,Random House Publishing,Danielle Steel,0345533569,2012-08-26,FRIENDS FOREVER,0,2,29,93,10,10587,21656,1231,3.65,False
1155,Grand Central Publishing,Jill Shalvis,1455503703,2012-08-19,FOREVER AND A DAY,0,4,93,168,25,12811,20782,864,4.22,False
1156,Random House Publishing,John Grisham,034553056X,2012-08-12,THE LITIGATORS,0,2,830,1799,134,63849,103732,6019,3.81,False
1157,Atria Books,Jennifer Weiner,1451617771,2012-08-05,THE NEXT BEST THING,0,4,46,74,13,28903,54082,2697,3.48,False
1158,Random House Publishing,Karin Slaughter,0345528514,2012-07-29,CRIMINAL,0,1,82,164,24,34567,60766,2510,4.23,False
1159,"Little, Brown & Company",Elin Hilderbrand,0316202479,2012-07-22,SUMMERLAND,0,1,47,105,11,31697,57711,2334,3.86,False
1160,"Little, Brown & Company",James Patterson and Maxine Paetro,0316097489,2012-07-22,11TH HOUR,0,2,37,109,4,38168,73961,2080,4.06,False
1161,HarperCollins Publishers,James Rollins,0062194909,2012-07-22,BLOODLINE,0,1,112,203,21,21357,35510,1239,4.21,False
1162,Grand Central Publishing,David Baldacci,0446573000,2012-07-22,THE INNOCENT,0,2,152,356,33,87611,142950,4787,4.13,False
1163,Random House Publishing,Karen Thompson Walker,0679644385,2012-07-22,THE AGE OF MIRACLES,0,4,37,110,12,85106,159886,11963,3.65,False
1164,Knopf Doubleday Publishing,John Grisham,0385536089,2012-07-08,CALICO JOE,0,2,80,191,19,38929,64173,4366,3.83,False
1165,Grand Central Publishing,Nicholas Sparks,0446542180,2012-07-08,THE LUCKY ONE,0,3,413,608,54,326809,541043,10126,4.12,False
1166,Random House Publishing,Karin Slaughter,0345538161,2012-06-24,SNATCHED,0,1,164,298,44,13171,26555,732,4.1,False
1167,Random House Publishing,George R R Martin,055389787X,2012-06-24,A STORM OF SWORDS,0,4,2057,2779,304,659717,982444,22101,4.54,False
1168,Random House Publishing,Janet Evanovich,0345527739,2012-06-10,EXPLOSIVE EIGHTEEN,0,2,839,1580,92,69243,110715,5008,3.94,False
1169,Random House Publishing,Steve Berry,0345526538,2012-06-10,THE COLUMBUS AFFAIR,0,3,42,71,7,11092,19555,1091,3.79,False
1170,Grand Central Publishing,Larissa Ione,1455511153,2012-06-10,LETHAL RIDER,0,2,119,155,38,16442,26854,850,4.37,False
1171,Simon & Schuster,John Irving,145166415X,2012-06-03,IN ONE PERSON,0,3,38,85,7,24553,48220,3316,3.68,False
1172,Hyperion Press,Richard Castle,1401394760,2012-05-27,HEAT WAVE,0,2,319,593,91,61053,115323,4797,3.56,False
1173,"Little, Brown & Company",James Patterson and David Ellis,0316097578,2012-05-27,GUILTY WIVES,0,2,28,94,6,31020,58195,2810,3.86,False
1174,Harlequin,Ron Carr,0778313174,2012-05-20,SUNRISE POINT,0,2,8651,15228,513,10467,19400,595,4.24,False
1177,Random House Publishing,Kevin Hearne,0345534638,2012-05-13,TRICKED,0,1,183,323,30,43469,59670,1768,4.25,False
1178,Simon & Schuster,Mary Higgins Clark,1451668937,2012-05-06,THE LOST YEARS,0,3,8,20,3,9900,18280,1246,3.48,False
1179,St. Martin's Press,Jeffrey Archer,1429954027,2012-05-06,A MATTER OF HONOR,0,4,12,20,1,22139,32035,469,3.93,False
1180,Knopf Doubleday Publishing,Stieg Larsson,0307272303,2012-05-06,THE GIRL WHO PLAYED WITH FIRE,0,6,6400,8178,772,803640,1155517,34088,4.24,False
1181,Random House Publishing,Danielle Steel,0345532341,2012-04-29,BETRAYAL,0,1,5,12,2,6423,12933,493,3.85,False
1182,Penguin Group,Nora Roberts,0515150630,2012-04-29,CHASING FIRE,0,2,294,745,48,35126,56252,2028,4.12,False
1183,Delacorte,Lee Child,044024630X,2012-04-22,THE AFFAIR,0,2,1128,5759,134,80418,144431,4006,4.11,False
1184,HarperCollins Publishers,Jacqueline Winspear,0062049577,2012-04-15,ELEGY FOR EDDIE,0,3,14076,22046,1401,16836,26975,1569,4.02,False
1185,HarperCollins Publishers,Kerrelyn Sparks,0062096605,2012-04-15,WANTED: UNDEAD OR ALIVE,0,4,60,144,8,7757,13590,407,4.24,False
1186,Atria Books,Jodi Picoult,1439149690,2012-04-15,LONE WOLF,0,2,91,230,21,69956,130526,6210,3.7,False
1187,Simon & Schuster,Lisa Lutz,1416539204,2012-04-15,THE SPELLMAN FILES,0,3,255,373,61,31486,63091,3678,3.88,False
1188,Random House Publishing,Jonathan Kellerman,0345532171,2012-04-08,VICTIMS,0,1,27,83,3,15050,24461,944,3.97,False
1189,Harlequin,Ron Carr,1459222776,2012-04-08,REDWOOD BEND,0,2,36,56,10,10431,19076,528,4.22,False
1190,HarperCollins Publishers,Ted Bell,006209906X,2012-04-08,PHANTOM,0,1,7,16,2,2977,5610,220,4.0,False
1191,Scribner,Richard North Patterson,1451617089,2012-04-08,FALL FROM GRACE,0,3,5,8,1,2582,4629,359,3.63,False
1192,Houghton Mifflin Harcourt,Jonathan Safran Foer,0547416210,2012-04-01,EXTREMELY LOUD AND INCREDIBLY CLOSE,0,5,658,1288,149,377584,696547,23172,3.98,False
1193,St. Martin's Press,Susan Wilson,1429959304,2012-03-18,ONE GOOD DOG,0,3,64,112,21,15669,38396,2000,4.1,False
1194,Grand Central Publishing,James Patterson and Maxine Paetro,0316097411,2012-03-11,PRIVATE: #1 SUSPECT,0,3,41,89,4,20566,37731,1102,3.97,False
1195,St. Martin's Press,Kristin Hannah,1429942215,2012-03-11,HOME FRONT,0,2,52,122,16,59777,126768,5988,4.12,False
1196,Knopf Doubleday Publishing,Anne Rice,0307595110,2012-03-11,THE WOLF GIFT,0,3,20922,48069,2632,25464,56194,3028,3.54,False
1197,Knopf Doubleday Publishing,P D James,0307959856,2012-02-19,DEATH COMES TO PEMBERLEY,0,4,78781,156329,7404,89951,176073,9437,3.27,False
1198,Pocket Books,Cindy Gerard,1451606869,2012-02-19,LAST MAN STANDING,0,3,17,47,7,3889,6621,225,4.29,False
1199,Random House Publishing,Tea Obreht,0385343841,2012-02-19,THE TIGER'S WIFE,0,3,2550,5942,412,88747,171943,10717,3.4,False
1200,HarperCollins Publishers,Elmore Leonard,0062119486,2012-02-12,RAYLAN,0,1,27,61,11,9391,15892,1208,3.68,False
1201,St. Martin's Press,Iris Johansen,0312651287,2012-02-12,BONNIE,0,1,211,565,30,9637,17467,742,4.08,False
1202,Penguin Group,Elizabeth George,0525952586,2012-02-05,BELIEVING THE LIE,0,3,9784,16128,1427,12443,22204,1621,3.8,False
1203,St. Martin's Press,Janet Evanovich and Dorien Kelly,1429952512,2012-01-29,LOVE IN A NUTSHELL,0,4,27,75,2,17179,30070,1626,3.65,False
1204,"Little, Brown & Company",Chad Harbach,0316126691,2012-01-01,THE ART OF FIELDING,0,4,93804,162362,9413,103727,177808,10274,3.99,False
1205,HarperCollins Publishers,Michael Crichton and Richard Preston,0060873027,2012-01-01,MICRO,0,1,1018,2323,208,30319,50874,3287,3.44,False
1206,Random House Publishing,Diana Gabaldon,0385337515,2011-12-25,THE SCOTTISH PRISONER,0,3,1018,2220,137,27805,55334,1889,4.21,False
1207,Simon & Schuster,Stephen Hunter,1439149941,2011-12-25,SOFT TARGET,0,2,10,16,0,2686,4396,281,3.75,False
1208,Harlequin,Diana Palmer,1459281969,2011-12-18,TRUE BLUE AND CARRERA'S BRIDE,0,5,6,13,1,1199,2293,62,3.89,False
1209,Putnam,Clive Cussler and Graham Brown,0399157824,2011-12-11,DEVIL'S GATE,0,2,5052,9080,288,6574,12064,363,4.05,False
1210,"Farrar, Straus & Giroux",Jeffrey Eugenides,1429969180,2011-12-11,THE MARRIAGE PLOT,0,3,85,154,28,111418,208172,11444,3.45,False
1211,Random House Publishing,Danielle Steel,0345529200,2011-12-04,HOTEL VENDOME,0,2,29,48,11,6108,11616,499,3.73,False
1213,Houghton Mifflin Harcourt,Umberto Eco,0547577532,2011-11-27,THE PRAGUE CEMETERY,0,3,14517,32208,1403,22637,51959,2323,3.45,False
1214,HarperCollins Publishers,Gregory Maguire,0060548940,2011-11-20,OUT OF OZ,0,3,15814,45121,1328,17966,50129,1488,3.85,False
1215,Mira,Ron Carr,0778312712,2011-11-20,BRING ME HOME FOR CHRISTMAS,0,5,8456,14926,454,10331,18724,570,4.19,False
1216,Harlequin,Diana Palmer,1459215230,2011-11-13,WYOMING TOUGH,0,2,30,47,6,4007,7705,261,3.93,False
1217,Random House Publishing,Maya Banks,0345519523,2011-11-13,NEVER LOVE A HIGHLANDER,0,4,152,280,31,23103,36338,1361,4.23,False
1219,Simon & Schuster,Alice Hoffman,1451617496,2011-11-06,THE DOVEKEEPERS,0,2,100,190,33,66745,147170,8024,4.05,False
1220,Grand Central Publishing,James Patterson,0446574716,2011-11-06,CROSS FIRE,0,2,418,1177,49,29408,63099,1384,4.07,False
1221,Signet,Harlan Coben,045123491X,2011-10-30,MIRACLE CURE,0,2,624,1324,98,12029,23662,1045,3.64,False
1222,St. Martin's,Tatiana de Rosnay,1429985216,2011-10-30,SARAH'S KEY,0,2,607,858,107,417038,648280,29035,4.16,False
1223,Wizards of the Coast,R A Salvatore,0786958421,2011-10-23,NEVERWINTER,0,1,6173,12679,172,7865,15360,211,4.15,False
1224,Kensington,Fern Michaels,1420125885,2011-10-16,CHRISTMAS AT TIMBERWOODS,0,3,13,37,6,1526,3795,164,3.59,False
1225,Hyperion,Richard Castle,1401303919,2011-10-16,HEAT RISES,0,2,136,265,37,16966,33278,1374,3.93,False
1226,Random House,Paula McLain,0345521323,2011-10-09,THE PARIS WIFE,0,3,352,516,104,264691,505173,21049,3.81,False
1227,Penguin Group,Clive Cussler and Justin Scott,0399157816,2011-10-02,THE RACE,0,2,5214,9424,343,6625,12167,412,3.99,False
1228,St. Martin's,Michael Savage,0312651619,2011-10-02,ABUSE OF POWER,0,3,568,1090,84,733,1407,96,3.63,False
1229,Tom Doherty,David Weber,0765321548,2011-10-02,HOW FIRM A FOUNDATION,0,4,4638,6617,165,5628,8115,195,4.19,False
1230,Bethany House,Beverly Lewis,076420601X,2011-09-25,THE MERCY,0,2,203,452,30,3707,6766,250,4.28,False
1231,Knopf Doubleday,David Nicholls,0307946711,2011-09-25,ONE DAY,0,2,3586,7375,555,284914,460228,17358,3.8,False
1232,Simon & Schuster,Kathy Reichs,1439112800,2011-09-18,FLASH AND BONES,0,3,44,105,13,20429,37374,1301,3.88,False
1233,Random House,George R R Martin,0553897853,2011-09-11,A CLASH OF KINGS,0,4,1896,2507,236,780734,1160236,23812,4.41,False
1234,St. Martin's,Janet Evanovich,0312383355,2011-09-11,WICKED APPETITE,0,2,537,1266,89,49680,80281,4602,3.77,False
1235,Knopf Doubleday,Abraham Verghese,0375714367,2011-09-04,CUTTING FOR STONE,0,3,514,984,37,335150,523913,25418,4.29,False
1236,Simon & Schuster,Jennifer Weiner,1451617747,2011-08-28,THEN CAME YOU,0,3,77,123,17,43556,82747,2965,3.71,False
1237,"Little, Brown",Michael Connelly,0759525773,2011-08-21,THE BLACK ECHO,0,3,275,457,58,153408,250339,4423,4.1,False
1238,Random House,Danielle Steel,0440423317,2011-08-21,HAPPY BIRTHDAY,0,2,54,111,15,7008,14340,612,3.81,False
1239,HarperCollins,Ann Patchett,0062049828,2011-08-14,STATE OF WONDER,0,3,213,301,66,163619,258160,16406,3.88,False
1240,HarperCollins,Loretta Chase,0061753815,2011-08-14,LORD OF SCOUNDRELS,0,3,191,268,40,28018,45144,2306,4.1,False
1241,Grand Central,David Baldacci,0446583170,2011-08-07,ONE SUMMER,0,2,71,150,21,23059,40459,2924,3.74,False
1242,Grand Central,Eric Van Lustbader,0446564443,2011-08-07,THE BOURNE DOMINION,0,3,3988,9580,188,4785,11583,231,3.93,False
1243,Random House,George R R Martin,0553900323,2011-07-31,A FEAST FOR CROWS,0,4,1321,1872,206,614431,948915,21435,4.14,False
1244,Grand Central,David Baldacci,0446571415,2011-07-31,HELL'S CORNER,0,2,522,1165,68,32940,52482,1855,4.11,False
1245,Knopf Doubleday,J Courtney Sullivan,0307596818,2011-07-31,MAINE,0,1,101,157,37,31819,57580,4232,3.37,False
1246,Harlequin,Linda Lael Miller,0373776004,2011-07-24,THE CREED LEGACY,0,3,2582,4550,141,2964,5322,166,4.12,False
1247,Knopf Doubleday,Barbara Delinsky,0385532733,2011-07-24,ESCAPE,0,1,62,121,12,9506,17510,886,3.6,False
1248,St. Martin's,Janet Evanovich,0312383312,2011-07-17,SIZZLING SIXTEEN,0,2,680,1342,72,72180,114144,4099,3.95,False
1249,"Little, Brown",James Patterson and Maxine Paetro,0316126942,2011-07-17,10TH ANNIVERSARY,0,2,174,294,31,41308,77199,1947,4.09,False
1250,Simon & Schuster,Jeffery Deaver,1451620691,2011-07-10,CARTE BLANCHE,0,2,443,968,93,9220,15269,1020,3.62,False
1251,Penguin Group,Clive Cussler with Grant Blackwood,0399157425,2011-07-03,THE KINGDOM,0,2,6438,11129,357,8078,14282,428,4.0,False
1252,St. Martin's,Emily Giffin,1429904607,2011-07-03,SOMETHING BORROWED,0,2,710,956,98,503968,759962,12523,3.85,False
1253,Sourcebooks,Susanna Kearsley,140226108X,2011-07-03,THE WINTER SEA,0,3,348,578,123,57535,128704,6544,4.08,False
1254,St. Martin's,Emily Giffin,1429904623,2011-06-26,SOMETHING BLUE,0,2,475,620,42,202902,286717,7152,3.93,False
1255,Random House,Steve Berry,0345530160,2011-06-26,THE JEFFERSON KEY,0,3,84,139,14,18571,30783,1275,3.9,False
1256,Random House,Lisa See,0679604898,2011-06-26,DREAMS OF JOY,0,3,168,242,41,57068,90911,4852,4.08,False
1257,Penguin Group,Nora Roberts,0515149489,2011-05-29,THE SEARCH,0,2,581,1407,81,48693,80922,2775,4.15,False
1258,Grand Central,Sherrilyn Kenyon,0446573248,2011-05-15,BORN OF SHADOWS,0,3,93,157,9,12958,23728,615,4.37,False
1259,Knopf Doubleday,Jennifer Egan,0307477479,2011-05-08,A VISIT FROM THE GOON SQUAD,0,6,11783,19683,2113,174041,307136,17668,3.67,False
1260,St. Martin's,Lisa Scottoline,1429959797,2011-05-08,SAVE ME,0,2,55,123,15,25796,44064,2943,3.65,False
1261,Grand Central,James Patterson and Maxine Paetro,0446565504,2011-05-08,THE 9TH JUDGMENT,0,3,361,816,35,43209,79437,1858,4.11,False
1262,Random House,Jonathan Kellerman,0345524381,2011-05-01,MYSTERY,0,1,109,161,18,13543,21876,751,3.89,False
1263,Penguin Group,J R Ward,0451233166,2011-04-24,LOVER UNLEASHED,0,2,74031,115900,3377,83222,129953,4091,4.28,False
1264,HarperCollins,Diane Mott Davidson,0061348155,2011-04-24,CRUNCH TIME,0,2,5291,9323,627,7053,12485,754,3.73,False
1265,HarperCollins,Kerrelyn Sparks,006208531X,2011-04-17,VAMPIRE MINE,0,2,103,154,12,10273,16813,537,4.24,False
1266,Simon & Schuster,Mary Higgins Clark,1439180989,2011-04-17,THE SHADOW OF YOUR SMILE,0,5,236,631,26,9502,17967,1050,3.7,False
1267,Random House,Suzanne Brockmann,0345521242,2011-04-10,BREAKING THE RULES,0,3,78,139,15,5806,9281,418,4.17,False
1268,HarperCollins,Jacqueline Winspear,0061727679,2011-04-10,A LESSON IN SECRETS,0,4,14604,23144,1383,17849,28509,1557,4.03,False
1269,"Little, Brown",James Patterson and Michael Ledwidge,0316129186,2011-04-10,TICK TOCK,0,2,47,106,8,24531,45094,1353,4.05,False
1270,Knopf Doubleday,Maeve Binchy,0307595161,2011-04-03,MINDING FRANKIE,0,2,145,305,36,22582,34435,2445,3.81,False
1272,Penguin Group,Linda Fairstein,0525952020,2011-03-27,SILENT MERCY,0,2,4214,6732,337,4969,7959,384,3.89,False
1273,Penguin Group,Patricia Briggs,0441019730,2011-03-27,RIVER MARKED,0,2,4096,5867,642,75983,106887,3704,4.28,False
1274,Simon & Schuster,Kresley Cole,1439136807,2011-03-13,DREAMS OF A DARK WARRIOR,0,5,31826,47307,1296,34664,51667,1522,4.38,False
1275,Harlequin,Susan Wiggs,1426884265,2011-03-06,MARRYING DAISY BELLAMY,0,3,29,48,4,6694,11297,357,4.15,False
1276,Knopf Doubleday,Dan Brown,1400079144,2011-03-06,THE LOST SYMBOL,0,3,42,91,1,516461,794652,27103,3.71,False
1277,Penguin Group,Sarah Blake,0425238695,2011-03-06,THE POSTMISTRESS,0,2,1709,3591,361,40415,65985,5595,3.33,False
1279,St. Martin's,Michael Palmer,1429994266,2011-03-06,A HEARTBEAT AWAY,0,3,19,33,2,3636,6513,346,3.82,False
1280,Grand Central,Brad Meltzer,0446582638,2011-02-27,THE INNER CIRCLE,0,3,64,134,13,20222,35213,1657,3.78,False
1281,Bantam,Lisa Gardner,0553900862,2011-02-27,THE PERFECT HUSBAND,0,3,89,157,17,38725,78843,1708,4.0,False
1282,St. Martin's,Kristin Hannah,0312663153,2011-02-27,WINTER GARDEN,0,2,1470,3107,172,131752,265881,14340,4.18,False
1283,Random House,Dean Koontz,0553907530,2011-02-27,WHAT THE NIGHT KNOWS,0,4,172,318,36,18609,32242,1711,3.76,False
1284,Tom Doherty,Robert Jordan and Brandon Sanderson,1429960639,2011-02-20,TOWERS OF MIDNIGHT,0,3,181,278,29,122562,178091,2972,4.43,False
1285,Penguin Group,Charles Portis,159020459X,2011-02-20,TRUE GRIT,0,2,1679,2832,270,42093,78325,5313,4.15,False
1286,Random House,Karen Marie Moning,044033974X,2011-02-20,SHADOWFEVER,0,1,509,666,138,96552,143607,6711,4.41,False
